date,code,action,shares,price,cost,pnl
2021-08-09 00:00:00,003816,SELL,4200,2.31,12.6,-0.0043
2021-08-09 00:00:00,601988,SELL,8900,2.37,27.39,0.0042
2021-08-09 00:00:00,600803,SELL,1400,14.04,25.53,-0.0677
2021-08-09 00:00:00,600115,SELL,4700,4.41,26.92,-0.0023
2021-08-09 00:00:00,601985,SELL,2100,4.68,12.76,0.0377
2021-08-09 00:00:00,600377,SELL,2900,7.09,26.7,-0.0153
2021-08-09 00:00:00,600029,SELL,3900,5.36,27.15,0.0132
2021-08-09 00:00:00,600011,SELL,2600,3.73,12.59,0.0
2021-08-09 00:00:00,600027,SELL,3500,2.81,12.77,0.0255
2021-08-09 00:00:00,000425,SELL,3800,5.91,29.17,0.0649
2021-08-09 00:00:00,601998,BUY,2200,3.64,2.4,
2021-08-09 00:00:00,600015,BUY,1900,4.28,2.44,
2021-08-09 00:00:00,600016,BUY,2600,3.15,2.46,
2021-08-09 00:00:00,601077,BUY,2800,2.89,2.43,
2021-08-09 00:00:00,002001,BUY,1200,19.41,6.99,
2021-08-09 00:00:00,601766,BUY,4700,5.2,7.34,
2021-08-09 00:00:00,002736,BUY,2500,9.6,7.21,
2021-08-09 00:00:00,601169,BUY,2400,3.38,2.44,
2021-08-09 00:00:00,601328,BUY,2400,3.32,2.39,
2021-08-09 00:00:00,300498,BUY,1900,12.95,7.39,
2021-08-09 00:00:00,601688,BUY,1900,12.86,7.34,
2021-08-16 00:00:00,002001,TAKE_PROFIT,400,21.13,10.98,0.0886
2021-08-16 00:00:00,600023,SELL,3300,3.04,13.03,0.0236
2021-08-16 00:00:00,600015,SELL,1900,4.3,10.61,0.0047
2021-08-16 00:00:00,600016,SELL,2600,3.15,10.64,0.0
2021-08-16 00:00:00,601077,SELL,2800,2.92,10.62,0.0104
2021-08-16 00:00:00,002001,SELL,800,21.13,21.95,0.0886
2021-08-16 00:00:00,601766,SELL,4700,5.23,31.92,0.0058
2021-08-16 00:00:00,002736,SELL,2500,9.63,31.27,0.0031
2021-08-16 00:00:00,601328,SELL,2400,3.38,10.54,0.0181
2021-08-16 00:00:00,300498,SELL,1900,12.64,31.19,-0.0239
2021-08-16 00:00:00,601988,BUY,7000,2.37,4.98,
2021-08-16 00:00:00,600028,BUY,5400,3.05,4.95,
2021-08-16 00:00:00,003816,BUY,7100,2.31,4.93,
2021-08-16 00:00:00,002920,BUY,100,88.74,2.66,
2021-08-16 00:00:00,600011,BUY,4200,3.9,4.92,
2021-08-16 00:00:00,600027,BUY,5800,2.86,4.98,
2021-08-16 00:00:00,300033,BUY,200,66.94,4.02,
2021-08-16 00:00:00,000617,BUY,3400,4.83,4.93,
2021-08-16 00:00:00,000166,BUY,3900,4.17,4.88,
2021-08-18 00:00:00,601688,TAKE_PROFIT,700,14.19,12.9,0.1034
2021-08-19 00:00:00,600011,TAKE_PROFIT,1600,4.39,9.12,0.1256
2021-08-23 00:00:00,600011,TAKE_PROFIT,700,4.93,4.48,0.2641
2021-08-23 00:00:00,600027,TAKE_PROFIT,2300,3.19,9.53,0.1154
2021-08-23 00:00:00,601998,SELL,2200,3.61,10.31,-0.0082
2021-08-23 00:00:00,601169,SELL,2400,3.41,10.63,0.0089
2021-08-23 00:00:00,601688,SELL,1200,14.16,22.07,0.1011
2021-08-23 00:00:00,601988,SELL,7000,2.37,21.55,0.0
2021-08-23 00:00:00,600028,SELL,5400,2.97,20.83,-0.0262
2021-08-23 00:00:00,002920,SELL,100,89.2,11.58,0.0052
2021-08-23 00:00:00,600011,SELL,1900,4.93,12.16,0.2641
2021-08-23 00:00:00,600027,SELL,3500,3.19,14.5,0.1154
2021-08-23 00:00:00,300033,SELL,200,73.42,19.07,0.0968
2021-08-23 00:00:00,000617,SELL,3400,4.78,21.11,-0.0104
2021-08-23 00:00:00,000166,SELL,3900,4.35,22.03,0.0432
2021-08-23 00:00:00,600023,BUY,5600,3.08,5.18,
2021-08-23 00:00:00,600276,BUY,300,46.25,4.17,
2021-08-23 00:00:00,000651,BUY,500,33.57,5.04,
2021-08-23 00:00:00,002236,BUY,800,19.31,4.64,
2021-08-23 00:00:00,300832,BUY,400,42.66,5.12,
2021-08-23 00:00:00,000001,BUY,1000,16.06,4.82,
2021-08-23 00:00:00,300251,BUY,1900,8.79,5.02,
2021-08-23 00:00:00,601236,BUY,1300,12.49,4.88,
2021-08-30 00:00:00,003816,SELL,7100,2.33,21.48,0.0087
2021-08-30 00:00:00,600023,SELL,5600,3.11,22.62,0.0097
2021-08-30 00:00:00,600276,SELL,300,44.7,17.42,-0.0335
2021-08-30 00:00:00,002236,SELL,800,19.41,20.17,0.0052
2021-08-30 00:00:00,300832,SELL,400,42.72,22.19,0.0014
2021-08-30 00:00:00,000001,SELL,1000,14.74,19.14,-0.0822
2021-08-30 00:00:00,300251,SELL,1900,8.74,21.57,-0.0057
2021-08-30 00:00:00,601236,SELL,1300,11.89,20.07,-0.048
2021-08-30 00:00:00,600233,BUY,1800,8.97,4.85,
2021-08-30 00:00:00,601988,BUY,7200,2.35,5.08,
2021-08-30 00:00:00,300413,BUY,300,43.96,3.96,
2021-08-30 00:00:00,002415,BUY,300,45.22,4.07,
2021-08-30 00:00:00,600018,BUY,3500,4.84,5.09,
2021-08-30 00:00:00,000157,BUY,2700,6.14,4.98,
2021-08-30 00:00:00,300442,BUY,700,22.57,4.74,
2021-08-30 00:00:00,000002,BUY,900,17.4,4.7,
2021-08-30 00:00:00,600570,BUY,400,37.86,4.55,
2021-08-30 00:00:00,600036,BUY,400,38.77,4.66,
2021-08-30 00:00:00,601698,BUY,1100,14.94,4.94,
2021-09-01 00:00:00,000157,TAKE_PROFIT,1000,7.06,9.17,0.1498
2021-09-01 00:00:00,601698,TAKE_PROFIT,400,17.21,8.94,0.1519
2021-09-02 00:00:00,000002,TAKE_PROFIT,300,18.98,7.39,0.0908
2021-09-02 00:00:00,000157,TAKE_PROFIT,500,7.23,4.69,0.1775
2021-09-02 00:00:00,600233,TAKE_PROFIT,700,9.87,8.97,0.1003
2021-09-06 00:00:00,600233,TAKE_PROFIT,300,10.94,4.26,0.2196
2021-09-06 00:00:00,600570,TAKE_PROFIT,100,44.31,5.75,0.1704
2021-09-06 00:00:00,000651,SELL,500,30.88,20.05,-0.0801
2021-09-06 00:00:00,600233,SELL,800,10.94,11.37,0.2196
2021-09-06 00:00:00,300413,SELL,300,43.5,16.95,-0.0105
2021-09-06 00:00:00,002415,SELL,300,46.73,18.21,0.0334
2021-09-06 00:00:00,600018,SELL,3500,5.15,23.41,0.064
2021-09-06 00:00:00,000157,SELL,1200,7.32,11.41,0.1922
2021-09-06 00:00:00,300442,SELL,700,22.74,20.67,0.0075
2021-09-06 00:00:00,000002,SELL,600,18.4,14.34,0.0575
2021-09-06 00:00:00,600570,SELL,300,44.31,17.26,0.1704
2021-09-06 00:00:00,600036,SELL,400,40.97,21.28,0.0567
2021-09-06 00:00:00,601698,SELL,700,17.06,15.51,0.1419
2021-09-06 00:00:00,601006,BUY,2700,4.86,3.94,
2021-09-06 00:00:00,600023,BUY,6100,3.33,6.1,
2021-09-06 00:00:00,600377,BUY,1800,7.34,3.97,
2021-09-06 00:00:00,600415,BUY,4500,4.44,6.0,
2021-09-06 00:00:00,601298,BUY,2700,4.91,3.98,
2021-09-06 00:00:00,601169,BUY,5800,3.5,6.1,
2021-09-06 00:00:00,002352,BUY,200,55.28,3.32,
2021-09-06 00:00:00,600674,BUY,1800,11.01,5.95,
2021-09-06 00:00:00,003816,BUY,7900,2.55,6.05,
2021-09-06 00:00:00,601077,BUY,6700,3.02,6.08,
2021-09-06 00:00:00,300999,BUY,200,69.26,4.16,
2021-09-08 00:00:00,600023,TAKE_PROFIT,2400,3.67,11.44,0.1021
2021-09-08 00:00:00,600674,TAKE_PROFIT,700,11.96,10.87,0.0863
2021-09-09 00:00:00,600023,TAKE_PROFIT,1100,3.85,5.5,0.1562
2021-09-13 00:00:00,003816,TAKE_PROFIT,3100,2.8,11.27,0.098
2021-09-13 00:00:00,601006,SELL,2700,5.01,17.57,0.0309
2021-09-13 00:00:00,600023,SELL,2600,3.73,12.59,0.1201
2021-09-13 00:00:00,600377,SELL,1800,7.59,17.74,0.0341
2021-09-13 00:00:00,600415,SELL,4500,4.67,27.29,0.0518
2021-09-13 00:00:00,601298,SELL,2700,5.13,17.99,0.0448
2021-09-13 00:00:00,002352,SELL,200,56.66,14.72,0.025
2021-09-13 00:00:00,600674,SELL,1100,11.71,16.73,0.0636
2021-09-13 00:00:00,003816,SELL,4800,2.8,17.45,0.098
2021-09-13 00:00:00,601077,SELL,6700,3.06,26.63,0.0132
2021-09-13 00:00:00,300999,SELL,200,65.87,17.11,-0.0489
2021-09-13 00:00:00,601021,BUY,300,53.6,4.83,
2021-09-13 00:00:00,601288,BUY,6000,2.32,4.18,
2021-09-13 00:00:00,002938,BUY,700,27.92,5.87,
2021-09-13 00:00:00,601658,BUY,3200,4.39,4.22,
2021-09-13 00:00:00,002049,BUY,100,141.27,4.24,
2021-09-13 00:00:00,600660,BUY,500,38.68,5.81,
2021-09-13 00:00:00,601111,BUY,2700,7.68,6.23,
2021-09-13 00:00:00,601100,BUY,200,87.14,5.23,
2021-09-13 00:00:00,000538,BUY,300,57.48,5.18,
2021-09-13 00:00:00,601857,BUY,4800,4.33,6.24,
2021-09-15 00:00:00,601857,TAKE_PROFIT,1900,4.72,11.65,0.0901
2021-09-22 00:00:00,601988,SELL,7200,2.39,22.35,0.017
2021-09-22 00:00:00,601169,SELL,5800,3.43,25.84,-0.02
2021-09-22 00:00:00,601021,SELL,300,52.8,20.57,-0.0149
2021-09-22 00:00:00,601288,SELL,6000,2.26,17.61,-0.0259
2021-09-22 00:00:00,002938,SELL,700,28.64,26.04,0.0258
2021-09-22 00:00:00,601658,SELL,3200,4.04,16.79,-0.0797
2021-09-22 00:00:00,002049,SELL,100,144.89,18.82,0.0256
2021-09-22 00:00:00,600660,SELL,500,37.29,24.21,-0.0359
2021-09-22 00:00:00,601111,SELL,2700,7.5,26.3,-0.0234
2021-09-22 00:00:00,601100,SELL,200,79.44,20.63,-0.0884
2021-09-22 00:00:00,000538,SELL,300,58.11,22.64,0.011
2021-09-22 00:00:00,601857,SELL,2900,4.92,18.53,0.1363
2021-09-22 00:00:00,600919,BUY,3100,4.38,4.08,
2021-09-22 00:00:00,003816,BUY,7100,2.91,6.2,
2021-09-22 00:00:00,600036,BUY,300,39.54,3.56,
2021-09-22 00:00:00,600023,BUY,5400,3.81,6.18,
2021-09-22 00:00:00,300251,BUY,2300,8.85,6.11,
2021-09-22 00:00:00,601939,BUY,2900,4.66,4.06,
2021-09-22 00:00:00,001979,BUY,1900,10.55,6.02,
2021-09-22 00:00:00,300442,BUY,1000,20.87,6.27,
2021-09-22 00:00:00,000001,BUY,900,14.96,4.04,
2021-09-22 00:00:00,600377,BUY,2700,7.52,6.1,
2021-09-22 00:00:00,002466,BUY,200,97.17,5.84,
2021-09-22 00:00:00,002415,BUY,400,46.44,5.58,
2021-09-28 00:00:00,001979,TAKE_PROFIT,700,11.52,10.47,0.0919
2021-09-28 00:00:00,003816,TAKE_PROFIT,2800,3.16,11.49,0.0859
2021-09-29 00:00:00,600919,SELL,3100,4.43,17.84,0.0114
2021-09-29 00:00:00,003816,SELL,4300,3.02,16.86,0.0378
2021-09-29 00:00:00,600036,SELL,300,41.26,16.08,0.0435
2021-09-29 00:00:00,600023,SELL,5400,3.63,25.46,-0.0472
2021-09-29 00:00:00,300251,SELL,2300,9.02,26.94,0.0192
2021-09-29 00:00:00,001979,SELL,1200,11.53,17.97,0.0929
2021-09-29 00:00:00,300442,SELL,1000,20.36,26.44,-0.0244
2021-09-29 00:00:00,000001,SELL,900,15.1,17.65,0.0094
2021-09-29 00:00:00,600377,SELL,2700,7.31,25.63,-0.0279
2021-09-29 00:00:00,002466,SELL,200,88.5,22.99,-0.0892
2021-09-29 00:00:00,002415,SELL,400,48.1,24.99,0.0357
2021-09-29 00:00:00,601398,BUY,5100,3.6,5.51,
2021-09-29 00:00:00,601111,BUY,2500,7.24,5.44,
2021-09-29 00:00:00,000651,BUY,600,29.32,5.28,
2021-09-29 00:00:00,601919,BUY,1900,9.37,5.35,
2021-09-29 00:00:00,002648,BUY,1000,17.3,5.2,
2021-09-29 00:00:00,600547,BUY,900,19.5,5.27,
2021-09-29 00:00:00,300033,BUY,200,78.89,4.74,
2021-09-29 00:00:00,603260,BUY,100,170.18,5.11,
2021-09-29 00:00:00,688981,BUY,300,55.54,5.0,
2021-09-29 00:00:00,600845,BUY,500,31.43,4.72,
2021-09-29 00:00:00,600019,BUY,2700,6.82,5.53,
2021-10-08 00:00:00,601111,TAKE_PROFIT,1000,7.89,10.25,0.0898
2021-10-11 00:00:00,002648,TAKE_PROFIT,400,18.91,9.82,0.0931
2021-10-13 00:00:00,601939,SELL,2900,4.74,17.85,0.0172
2021-10-13 00:00:00,601398,SELL,5100,3.64,24.11,0.0111
2021-10-13 00:00:00,601111,SELL,1500,8.26,16.09,0.1409
2021-10-13 00:00:00,000651,SELL,600,29.17,22.73,-0.0051
2021-10-13 00:00:00,601919,SELL,1900,9.53,23.52,0.0171
2021-10-13 00:00:00,002648,SELL,600,18.02,14.04,0.0416
2021-10-13 00:00:00,600547,SELL,900,18.72,21.88,-0.04
2021-10-13 00:00:00,300033,SELL,200,77.45,20.12,-0.0183
2021-10-13 00:00:00,603260,SELL,100,160.02,20.78,-0.0597
2021-10-13 00:00:00,688981,SELL,300,54.39,21.19,-0.0207
2021-10-13 00:00:00,600845,SELL,500,32.26,20.95,0.0264
2021-10-13 00:00:00,600019,SELL,2700,6.39,22.41,-0.063
2021-10-13 00:00:00,601236,BUY,1600,11.41,5.48,
2021-10-13 00:00:00,300413,BUY,400,37.51,4.51,
2021-10-13 00:00:00,302132,BUY,1200,14.6,5.26,
2021-10-13 00:00:00,600760,BUY,400,44.0,5.29,
2021-10-13 00:00:00,601872,BUY,4500,4.1,5.54,
2021-10-13 00:00:00,000538,BUY,300,58.79,5.3,
2021-10-13 00:00:00,600233,BUY,1500,12.02,5.41,
2021-10-13 00:00:00,300999,BUY,200,71.96,4.32,
2021-10-13 00:00:00,601857,BUY,4000,4.63,5.56,
2021-10-13 00:00:00,600028,BUY,5500,3.35,5.53,
2021-10-19 00:00:00,600233,TAKE_PROFIT,600,12.99,10.12,0.0807
2021-10-20 00:00:00,600760,TAKE_PROFIT,100,47.53,6.17,0.0802
2021-10-20 00:00:00,601236,SELL,1600,11.25,23.38,-0.014
2021-10-20 00:00:00,300413,SELL,400,37.96,19.72,0.012
2021-10-20 00:00:00,302132,SELL,1200,15.39,23.98,0.0541
2021-10-20 00:00:00,600760,SELL,300,47.53,18.52,0.0802
2021-10-20 00:00:00,601872,SELL,4500,4.08,23.84,-0.0049
2021-10-20 00:00:00,000538,SELL,300,55.98,21.81,-0.0478
2021-10-20 00:00:00,600233,SELL,900,13.08,15.29,0.0882
2021-10-20 00:00:00,300999,SELL,200,60.73,15.77,-0.1561
2021-10-20 00:00:00,601857,SELL,4000,4.71,24.47,0.0173
2021-10-20 00:00:00,600028,SELL,5500,3.44,24.57,0.0269
2021-10-20 00:00:00,601077,BUY,6400,2.89,5.55,
2021-10-20 00:00:00,002463,BUY,1900,9.7,5.53,
2021-10-20 00:00:00,002311,BUY,300,60.44,5.45,
2021-10-20 00:00:00,601006,BUY,3700,5.0,5.56,
2021-10-20 00:00:00,601456,BUY,1500,12.4,5.59,
2021-10-20 00:00:00,603019,BUY,700,26.46,5.56,
2021-10-20 00:00:00,688008,BUY,300,54.66,4.92,
2021-10-20 00:00:00,601838,BUY,1800,10.05,5.43,
2021-10-20 00:00:00,601336,BUY,500,36.38,5.46,
2021-10-20 00:00:00,600845,BUY,500,35.74,5.37,
2021-10-20 00:00:00,000333,BUY,300,57.05,5.14,
2021-10-22 00:00:00,000333,TAKE_PROFIT,100,62.44,8.11,0.0945
2021-10-27 00:00:00,601077,SELL,6400,2.89,24.02,0.0
2021-10-27 00:00:00,002463,SELL,1900,9.65,23.81,-0.0052
2021-10-27 00:00:00,002311,SELL,300,61.11,23.81,0.0111
2021-10-27 00:00:00,601006,SELL,3700,4.93,23.69,-0.014
2021-10-27 00:00:00,601456,SELL,1500,11.99,23.36,-0.0331
2021-10-27 00:00:00,603019,SELL,700,26.7,24.27,0.0091
2021-10-27 00:00:00,688008,SELL,300,55.34,21.56,0.0124
2021-10-27 00:00:00,601838,SELL,1800,10.59,24.76,0.0537
2021-10-27 00:00:00,601336,SELL,500,36.19,23.5,-0.0052
2021-10-27 00:00:00,600845,SELL,500,33.73,21.9,-0.0562
2021-10-27 00:00:00,600515,BUY,3000,6.13,5.52,
2021-10-27 00:00:00,000999,BUY,1300,13.38,5.22,
2021-10-27 00:00:00,002422,BUY,1100,15.56,5.14,
2021-10-27 00:00:00,688396,BUY,300,61.44,5.54,
2021-10-27 00:00:00,600161,BUY,900,19.59,5.29,
2021-10-27 00:00:00,302132,BUY,1300,14.04,5.48,
2021-10-27 00:00:00,000651,BUY,600,27.43,4.94,
2021-10-27 00:00:00,601995,BUY,400,46.3,5.56,
2021-10-27 00:00:00,002027,BUY,3200,5.73,5.51,
2021-10-27 00:00:00,600588,BUY,600,30.32,5.46,
2021-10-27 00:00:00,000708,BUY,1100,16.07,5.31,
2021-11-02 00:00:00,302132,TAKE_PROFIT,500,15.45,10.03,0.1004
2021-11-03 00:00:00,000333,SELL,200,58.1,15.09,0.0184
2021-11-03 00:00:00,000999,SELL,1300,12.79,21.59,-0.0441
2021-11-03 00:00:00,002422,SELL,1100,16.38,23.4,0.0527
2021-11-03 00:00:00,688396,SELL,300,64.19,25.01,0.0448
2021-11-03 00:00:00,600161,SELL,900,19.83,23.18,0.0123
2021-11-03 00:00:00,302132,SELL,800,15.15,15.74,0.0791
2021-11-03 00:00:00,000651,SELL,600,27.07,21.09,-0.0131
2021-11-03 00:00:00,601995,SELL,400,46.37,24.09,0.0015
2021-11-03 00:00:00,002027,SELL,3200,6.09,25.31,0.0628
2021-11-03 00:00:00,600588,SELL,600,31.33,24.41,0.0333
2021-11-03 00:00:00,000708,SELL,1100,15.31,21.87,-0.0473
2021-11-03 00:00:00,600039,BUY,3100,5.99,5.58,
2021-11-03 00:00:00,600018,BUY,4400,4.23,5.59,
2021-11-03 00:00:00,000725,BUY,4000,4.61,5.54,
2021-11-03 00:00:00,601633,BUY,300,58.73,5.29,
2021-11-03 00:00:00,601901,BUY,2400,7.53,5.43,
2021-11-03 00:00:00,300122,BUY,200,85.79,5.15,
2021-11-03 00:00:00,000876,BUY,1200,15.57,5.61,
2021-11-03 00:00:00,000977,BUY,600,30.74,5.54,
2021-11-03 00:00:00,600438,BUY,400,44.61,5.36,
2021-11-03 00:00:00,000001,BUY,1200,15.0,5.41,
2021-11-09 00:00:00,600039,TAKE_PROFIT,1200,6.48,10.1,0.0818
2021-11-10 00:00:00,600515,SELL,3000,6.04,23.53,-0.0147
2021-11-10 00:00:00,600039,SELL,1900,6.43,15.87,0.0735
2021-11-10 00:00:00,600018,SELL,4400,4.05,23.14,-0.0426
2021-11-10 00:00:00,000725,SELL,4000,4.57,23.74,-0.0087
2021-11-10 00:00:00,601633,SELL,300,58.75,22.89,0.0003
2021-11-10 00:00:00,601901,SELL,2400,7.57,23.59,0.0053
2021-11-10 00:00:00,300122,SELL,200,81.83,21.25,-0.0462
2021-11-10 00:00:00,000876,SELL,1200,15.33,23.89,-0.0154
2021-11-10 00:00:00,000977,SELL,600,30.8,24.0,0.002
2021-11-10 00:00:00,600438,SELL,400,42.21,21.93,-0.0538
2021-11-10 00:00:00,000001,SELL,1200,14.48,22.57,-0.0347
2021-11-10 00:00:00,000651,BUY,700,25.87,5.44,
2021-11-10 00:00:00,600674,BUY,1700,10.4,5.31,
2021-11-10 00:00:00,600585,BUY,600,29.86,5.38,
2021-11-10 00:00:00,601006,BUY,3800,4.78,5.45,
2021-11-10 00:00:00,600887,BUY,500,34.88,5.24,
2021-11-10 00:00:00,600050,BUY,5200,3.52,5.5,
2021-11-10 00:00:00,600660,BUY,400,39.74,4.77,
2021-11-10 00:00:00,603195,BUY,400,45.68,5.49,
2021-11-10 00:00:00,001979,BUY,2100,8.85,5.58,
2021-11-10 00:00:00,002252,BUY,2800,6.48,5.45,
2021-11-10 00:00:00,002422,BUY,1100,16.3,5.38,
2021-11-10 00:00:00,600031,BUY,900,20.02,5.41,
2021-11-11 00:00:00,001979,TAKE_PROFIT,800,9.73,10.11,0.0994
2021-11-16 00:00:00,603195,TAKE_PROFIT,100,49.66,6.45,0.0871
2021-11-17 00:00:00,000651,SELL,700,27.11,24.65,0.0479
2021-11-17 00:00:00,600674,SELL,1700,10.35,22.85,-0.0048
2021-11-17 00:00:00,600585,SELL,600,30.13,23.48,0.009
2021-11-17 00:00:00,601006,SELL,3800,4.82,23.79,0.0084
2021-11-17 00:00:00,600887,SELL,500,35.25,22.89,0.0106
2021-11-17 00:00:00,600050,SELL,5200,3.54,23.91,0.0057
2021-11-17 00:00:00,600660,SELL,400,41.03,21.31,0.0325
